cat_id,cat_name,cat_slug,cat_posttype,cat_parent,cat_schema,cat_font_icon,cat_color,cat_description,cat_top_description,cat_bottom_description,cat_image,cat_icon
284,"Sofas &amp; Armchairs",sofas-armchairs,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
285,"Beds &amp; Sleeping Room",beds-sleeping-room,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
286,"Tables &amp; Chairs",tables-chairs,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
287,"Carpets &amp; Textiles",carpets-textiles,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
288,Lamps,lamps-furniture-and-decoration,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
289,"Shelves &amp; Chests of Drawers",shelves-chests-of-drawers,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
290,Cabinets,cabinets,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
291,"Other Furniture",other-furniture,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
292,"Other Decoration",other-decoration,gd_place,"FURNITURE &amp; DECORATION",,,,,,,,
294,"Kitchen Dishes &amp; utensils",kitchen-dishes-utensils,gd_place,"HOME &amp; GARDEN",,,,,,,,
295,"Kitchen Accesories",kitchen-accesories,gd_place,"HOME &amp; GARDEN",,,,,,,,
296,"Yard, Garden &amp; House Plants",yard-garden-house-plants,gd_place,"HOME &amp; GARDEN",,,,,,,,
297,"Cottage &amp; Cabin Stuff",cottage-cabin-stuff,gd_place,"HOME &amp; GARDEN",,,,,,,,
298,"Home Office Stuff",home-office-stuff,gd_place,"HOME &amp; GARDEN",,,,,,,,
299,"Other Home &amp; Garden",other-home-garden,gd_place,"HOME &amp; GARDEN",,,,,,,,
300,"Garden Shelters",garden-shelves,gd_place,"HOME &amp; GARDEN",,,,,,,,
301,Gardening,gardening,gd_place,"HOME &amp; GARDEN",,,,,,,,
302,"Yard Stuff",yard-stuff,gd_place,"HOME &amp; GARDEN",,,,,,,,
303,"Living Room Stuff",living-room-stuff,gd_place,"HOME &amp; GARDEN",,,,,,,,
304,"Sleeping Room Stuff",sleeping-room-stuff,gd_place,"HOME &amp; GARDEN",,,,,,,,
306,"Residential (Houses &amp; Apartments etc.)",residential-houses-apartments-etc,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
307,"Commercial (Shops &amp; Offices)",commercial-shops-offices,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
308,"Land, Plots, Forest &amp; Agricultural Fields",land-plots-forest-agricultural-fields,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
309,"Build Houses",build-houses,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
310,"Cottages &amp; Cabins etc.",cottages-cabins-etc,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
311,"Other Real Estate",other-real-estate,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
312,"Manufactured Housing",manufactured-housing,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
313,Timeshares,timeshares,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
314,"Other Housing &amp; Real Estate",other-housing-real-estate,gd_place,"HOUSING &amp; REAL ESTATE",,,,,,,,
315,"Craftsmen &amp; Craftswomen",craftsmen-craftswomen,gd_place,MAKERS,,,,,,,,
316,Electrician,electrician,gd_place,MAKERS,,,,,,,,
317,Carpenter,carpenter,gd_place,MAKERS,,,,,,,,
318,"Stove maker",stove-maker,gd_place,MAKERS,,,,,,,,
319,Cleaners,cleaners,gd_place,MAKERS,,,,,,,,
320,Painters,painters,gd_place,MAKERS,,,,,,,,
321,"Handyman &amp; Handywoman",handyman-handywoman,gd_place,MAKERS,,,,,,,,
322,"Repairman &amp; Repairwoman",repairman-repairwoman,gd_place,MAKERS,,,,,,,,
323,"Roof makers",roof-makers,gd_place,MAKERS,,,,,,,,
324,"Cabin builders",cabin-builders,gd_place,MAKERS,,,,,,,,
325,"Designers &amp; Decorators",designers-decorators,gd_place,MAKERS,,,,,,,,
326,Plumbers,plumbers,gd_place,MAKERS,,,,,,,,
327,"Other Makers",other-makers,gd_place,MAKERS,,,,,,,,
329,"Other Stuff",other-stuff,gd_place,MISCELLANEOUS,,,,,,,,
331,"Stock Film",stock-film,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
332,"DVDs &amp; Blu-ray Discs",dvds-blu-ray-discs,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
333,LaserDiscs,laserdiscs,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
334,"VHS tapes",vhs-tapes,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
335,UMDs,umds,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
336,"Movie Accessories",movie-accessories,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
337,"Other Formats &amp; Stuff",other-formats-stuff,gd_place,"MOVIES &amp; ACCESSORIES",,,,,,,,
339,"Music Accessories",accessories-music-and-instruments,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
340,Cassettes,cassettes,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
341,CDs,cds,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
342,"LPs (Vinyls)",lps-vinyls,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
343,"Trending Artists",trending-artists,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
344,"Classical Artists",classical-artists,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
345,"Other Formats",other-formats,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
346,"Brass Instruments",brass-instruments,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
347,"Guitars &amp; Basses",guitars-basses,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
348,"Guitar Amplifiers",guitar-amplifiers,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
349,"Instructions Books &amp; CDs &amp; Video",instructions-books-cds-video,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
350,"Karaoke Stuff",karaoke-stuff,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
351,"Sheet Music &amp; Song Books",sheet-music-song-books,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
352,"String Instruments",string-instruments,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
353,"Drums &amp; Percussion",drums-percussion,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
354,"DJ Equipment &amp; Stuff",dj-equipment-stuff,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
355,"Professional Audio Stuff",professional-audio-stuff,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
356,"Keyboards &amp; Pianos &amp; Organs",keyboards-pianos-organs,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
357,"Vintage Musical Instruments",vintage-musical-instruments-music-and-instruments,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
358,"Wind &amp; Woodwind",wind-woodwind,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
359,"Stage Effects &amp; Lighting",stage-effects-lighting,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
360,"Other Music &amp; Instruments",other-musical-instruments,gd_place,"MUSIC &amp; INSTRUMENTS",,,,,,,,
361,"Snow Remover",snow-remover,gd_place,MAKERS,,,,,,,,
362,"Fire Wood Chopper",fire-wood-chopper,gd_place,MAKERS,,,,,,,,
363,"Rubbish Picker",rubbish-picker,gd_place,MAKERS,,,,,,,,
364,"Arrange a Carpool",arrange-a-carpool,gd_place,"NETWORKING SERVICES",,,,,,,,
365,"Neighbourhood Cleaning &amp; helping",neighbourhood-cleaning-helping,gd_place,"NETWORKING SERVICES",,,,,,,,
367,"Mobile Phones HTC",mobile-phones-htc,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
368,"Mobile Phones Apple",mobile-phones-apple,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
369,"Mobile Phones Samsung",mobile-phones-samsung,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
370,"Mobile Phones Motorola",mobile-phones-motorola,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
371,"Mobile Phones Google",mobile-phones-google,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
372,"Mobile Phones Sony Ericsson",mobile-phones-sony-ericsson,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
373,"Mobile Phones Other Makes",mobile-phones-other-makes,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
374,"Other Telephones",other-telephones,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
375,"Other Phones &amp; Accesories",other-phones-accesories,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
376,"Smart Watch",smart-watch,gd_place,"PHONES &amp; ACCESSORIES",,,,,,,,
378,"Martial Arts",martial-arts,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
379,"Extreme Sports",extreme-sports,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
380,"Skiing &amp; Slalom",skiing-slalom,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
381,Sailing,sailing,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
382,"Ice Hockey &amp; Ice Skating",ice-hockey-sating,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
384,"Water Sports",water-sports,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
385,"Gym Sports",gym-sports,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
386,Golf,golf,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
387,"Running &amp; Exercise",running-exercise,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
388,"Tennis &amp; Badminton &amp; Racquet",tennis-badminton-racquet,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
389,"Hunting, Fishing &amp; Trekking",hunting-fishing-trekking,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
390,"American Football",american-football,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
391,"Football (Soccer)",football-soccer,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
392,Basketball,basketball,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
393,Handball,handball,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
394,Volleyball,volleyball,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
395,"Sports Electrics",sports-electrics,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
397,"Other Sports",other-sports,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
399,Tickets,tickets,gd_place,"TICKETS, GIFT CARDS &amp; COUPONS",,,,,,,,
400,"Gift Cards",gift-cards,gd_place,"TICKETS, GIFT CARDS &amp; COUPONS",,,,,,,,
401,Coupons,coupons,gd_place,"TICKETS, GIFT CARDS &amp; COUPONS",,,,,,,,
402,Other,other,gd_place,"TICKETS, GIFT CARDS &amp; COUPONS",,,,,,,,
404,"Action Figures",action-figures,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
405,Barbies,barbies,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
406,Dolls,dolls,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
407,LEGO,lego,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
408,Hasbro,hasbro,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
409,Funko,funko,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
410,"Hot Wheels",hot-wheels,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
411,"Doll Houses",doll-houses,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
412,"Doll House Furniture",doll-house-furniture,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
413,"Teddy Bears",teddy-bears,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
414,"Antique Dolls &amp; Teddies",antique-dolls-teddies,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
415,Lionel,lionel,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
416,"Board Games",board-games,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
417,Collectibles,collectibles-toys-dolls-and-teddies,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
418,"Game Sets &amp; Card Games",game-sets-card-games,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
419,"Models &amp; Kits",models-kits,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
420,"Model trains",model-trains,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
421,"Other Toys, Dolls &amp; Teddies",other-toys-dolls-teddies,gd_place,"TOYS, DOLLS &amp; TEDDIES",,,,,,,,
423,"Crafts Tools",crafts-tools,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
424,"Personal Protective Equipment",personal-protective-equipment,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
425,"Office Equipment",office-equipment,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
426,"Machinery Equipment",machinery-equipment,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
427,"Agricultural Machinery",agricultural-machinery,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
428,"Packing &amp; Logistics",packing-logistics,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
429,"Food &amp; Restaurant",food-restaurant,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
430,"Electrical Supplies",electrical-supplies-trades-and-professional-equipment,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
431,"Plumbing Supplies",plumbing-supplies,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
432,"Energy Supplies",energy-supplies,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
433,"Other Trades &amp; Professional Equipment",other-trades-professional-equipment,gd_place,"TRADES &amp; PROFESSIONAL EQUIPMENT",,,,,,,,
435,Cruises,cruises,gd_place,TRAVEL,,,,,,,,
436,"Camping &amp; RV Parks",camping-rv-parks,gd_place,TRAVEL,,,,,,,,
437,Lodging,lodging,gd_place,TRAVEL,,,,,,,,
438,"Vacation Deals",vacation-deals,gd_place,TRAVEL,,,,,,,,
439,"Luggage &amp; Accessories",luggage-accessories,gd_place,TRAVEL,,,,,,,,
440,"Maps &amp; Navigation",maps-navigation,gd_place,TRAVEL,,,,,,,,
441,"ID &amp; Passport Holders",is-passport-holders,gd_place,TRAVEL,,,,,,,,
442,"Travel Accessories",travel-accessories,gd_place,TRAVEL,,,,,,,,
443,"Travel Pillows &amp; Blankets",travel-pillows-blankets,gd_place,TRAVEL,,,,,,,,
444,"Other Travel",other-travel,gd_place,TRAVEL,,,,,,,,
445,"Scooter &amp; Kickboard",scooter-kickboard,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
446,"Skateboard &amp; Accessories",skateboard-accessories,gd_place,"SPORTS &amp; ACCESSORIES",,,,,,,,
448,"Console Games",console-games,gd_place,"VIDEO GAMES &amp; CONSOLES",,,,,,,,
449,Consoles,consoles,gd_place,"VIDEO GAMES &amp; CONSOLES",,,,,,,,
450,"PC Games",pc-games,gd_place,"VIDEO GAMES &amp; CONSOLES",,,,,,,,
452,"Game &amp; Console Accessories",game-console-accessories,gd_place,"VIDEO GAMES &amp; CONSOLES",,,,,,,,
453,"Other Video Games &amp; Consoles",other-video-games-consoles,gd_place,"VIDEO GAMES &amp; CONSOLES",,,,,,,,
454,"BOATS &amp; TRAILERS",boats-trailers,gd_place,,,,,,,,,
457,"Sailing boat",sailing-boat,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
458,"Motor Boats",motor-boats,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
459,"Rowing Boats",rowing-boats,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
460,"Other Boats",other-boats,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
461,Trailers,trailers,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
462,"Other Trailers",other-trailers,gd_place,"BOATS &amp; TRAILERS",,,,,,,,
463,"BICYCLES &amp; CYCLING",bicycles-cycling,gd_place,,,,,,,,,
465,"Children’s bicycles",childrens-bicycles,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
466,"Road Bicycles",road-bicycles,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
467,"Hybrid Bicycles",hybrid-bicycles,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
468,"Mountain Bike",mountain-bike,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
469,"Electric Bike",electric-bike,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
470,"Touring BicyclesBMX Bikes",touring-bicyclesbmx-bikes,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
471,"Folding Bicycles &amp; Cruiser Bike",folding-bicycles-cruiser-bike,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
472,"Cyclocross &amp; Gravel",cyclocross-gravel,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
473,"City Bicycles",city-bicycles,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
474,"Cargo Bike",cargo-bike,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
475,"Bicycle Accessories",bicycle-accessories,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
476,"Helmets &amp; Clothing for Cycling",helmets-clothing-for-cycling,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
477,"Other Bicycles &amp; Cycling",other-bicycles-cycling,gd_place,"BICYCLES &amp; CYCLING",,,,,,,,
478,"SEEK &amp; OFFER WORK",seek-offer-work,gd_place,,,,,,,,,
480,"Baby-sitter (Ascertain Reliability)",baby-sitter-ascertain-reliability,gd_place,"SEEK &amp; OFFER WORK",,,,,,,,
481,"Car Fixer",car-fixer,gd_place,"SEEK &amp; OFFER WORK",,,,,,,,
482,Cleaners,cleaners-seek-offer-work,gd_place,"SEEK &amp; OFFER WORK",,,,,,,,
483,"Carrying Aid",carrying-aid,gd_place,"SEEK &amp; OFFER WORK",,,,,,,,
484,"Other Seek &amp; Offer Work",other-seek-offer-work,gd_place,"SEEK &amp; OFFER WORK",,,,,,,,
485,GIVE,give,gd_place,,,,,,,,,
487,"Give Clothing",give-clothing,gd_place,GIVE,,,,,,,,
488,"Give Various Old Stuff",give-various-old-stuff,gd_place,GIVE,,,,,,,,
489,"Give Building Material",give-building-material,gd_place,GIVE,,,,,,,,
490,"Other Give",other-give,gd_place,GIVE,,,,,,,,
491,"Give Help",give-help,gd_place,GIVE,,,,,,,,
492,"WATCHES &amp; JEWELLERY",watches-jewellery,gd_place,,,,,,,,,
494,"Body Jewellery",body-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
495,"Children’s Jewellery",childrens-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
496,"Engagement &amp; Wedding",engagement-wedding,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
497,"Regional &amp; Tribal Jewellery",regional-tribal-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
498,"Fashion Jewellery",fashion-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
499,"Artisan &amp; Handmade Jewellery",artisan-handmade-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
500,"Jewellery Care &amp; Repair",jewellery-care-repair,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
501,"Loose Beads &amp; Design",loose-beads-design,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
502,"Jewellery for Men",jewellery-for-men,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
503,"Other Jewellery",other-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
504,"Antique &amp; Vintage Jewellery",antique-vintage-jewellery,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
505,"Watches for Men",watches-for-men,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
506,"Watches for Women",watches-for-women,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
507,"Watches for Children",watches-for-children,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
508,"Accessories for Watches",accessories-for-watches,gd_place,"WATCHES &amp; JEWELLERY",,,,,,,,
512,"Other Art, Design &amp; Antiques",other-art-design-antiques,gd_place,"ART, DESIGN &amp; ANTIQUES",,,,,,,,
514,"Other Babies &amp; Mother",other-babies-mother,gd_place,"BABIES &amp; MOTHERS",,,,,,,,
515,"Other Beauty &amp; Health",other-beauty-health,gd_place,"BEAUTY &amp; HEALTH",,,,,,,,
516,"Other Magazines &amp; Books",other-magazines-books,gd_place,"BOOKS &amp; MAGAZINES",,,,,,,,
518,"Other Cars",other-cars,gd_place,"CARS &amp; MOTORBIKES",,,,,,,,
519,"Other Children’s Stuff",other-childrens-stuff,gd_place,"CHILDREN &amp; ACCESSORIES",,,,,,,,
520,"Other Collectibles",other-collectibles,gd_place,COLLECTIBLES,,,,,,,,
522,"Other Entertainment &amp; Hobbies",other-entertainment-hobbies,gd_place,"ENTERTAINMENT &amp; HOBBIES",,,,,,,,
525,"Other Networking Services",other-networking-services,gd_place,"NETWORKING SERVICES",,,,,,,,
526,"Reading Groups &amp; Book Clubs",reading-groups-book-clubs,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
527,"Musical Bands (Rock, Pop, Classical etc.)",musical-bands-rock-pop-classical-etc,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
528,"Coffee &amp; Conversation Groups",coffee-conversation-groups,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
529,"Chess Club &amp; Pétanque",chess-club-petanque,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
530,"Stamps Collector’s Exchange Group",stamps-collectors-exchange-group,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
531,"Other Groups &amp; Members",other-groups-members,gd_place,"HOBBY GROUPS &amp; MEMBERS",,,,,,,,
